Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
A38	maxbin.002_sub	88.77	4) high quality Bowers	98.12	1.87	70.59	Bacteroides uniformis	species	0.679	Bacteroides uniformis	species	0.679	54133	4.69	31.24	234	174306	3741	41	2	9	3	TRUE	TRUE	TRUE	TRUE	107	32	4	0	0	0	0	0	4689899	4269543	2514644	601477	0	0	0	0	0	234	4689899	25846	29	62	4.48	o__Bacteroidales (UID2657)	160	492	269	24	451	17	0	0	0
A38	unbinned	-9079.2	0) really bad	100	1835.84	5.95	Bacteria	superkingdom	0.664	Unclassified	Unclassified	0.062	1356	76.81	5.53	160758	34328	0	497	11	13	22	FALSE	FALSE	FALSE	FALSE	198	0	0	0	0	0	0	0	76807195	2987517	0	0	0	0	0	0	0	32913	39287759	750	6507	16570	16.29	root (UID1)	5656	56	24	0	0	0	0	0	56
A39	34	64.64	2) medium quality	64.64	0	0	Ruminococcaceae bacterium	species	0.695	Ruminococcaceae bacterium	species	0.695	2118	1.19	7.88	603	12729	962	4	0	0	0	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	1194585	12729	0	0	0	0	0	0	0	603	1194585	1489	191	360	16.74	o__Clostridiales (UID1212)	172	263	149	88	175	0	0	0	0
A39	4	80.51	3) high quality Nayfach	90.86	2.07	0	unclassified Akkermansia	no rank	0.989	unclassified Akkermansia	no rank	0.989	4707	2.71	9.33	736	16085	2505	34	1	1	1	TRUE	TRUE	FALSE	TRUE	26	0	0	0	0	0	0	0	2710012	312422	0	0	0	0	0	0	0	736	2710012	2729	186	373	18.82	k__Bacteria (UID2982)	88	229	147	19	206	4	0	0	0
A39	bin.8	90.05	3) high quality Nayfach	92.95	0.58	0	[Eubacterium] rectale	species	0.714	[Eubacterium] rectale DSM 17629	strain	0.411	13867	2.12	19.82	207	51371	1843	13	0	0	0	TRUE	TRUE	TRUE	FALSE	88	1	0	0	0	0	0	0	2122508	1487465	51371	0	0	0	0	0	0	207	2122508	8924	52	100	10.84	f__Lachnospiraceae (UID1286)	57	420	207	23	395	2	0	0	0
A39	maxbin.001	28.79	2) medium quality	67.89	7.82	45.65	Bacteroidales	order	0.672	Phocaeicola vulgatus	species	0.389	8003	4.29	40.15	848	144108	3475	28	0	4	2	TRUE	TRUE	FALSE	FALSE	88	2	1	0	0	0	0	0	4292250	1646794	195426	144108	0	0	0	0	0	848	4292250	3854	145	337	524.67	o__Bacteroidales (UID2654)	163	486	266	139	310	34	2	1	0
A39	unbinned	-8304.35	0) really bad	100	1680.87	6.8	Bacteria	superkingdom	0.663	Unclassified	Unclassified	0.067	2184	84.6	8.37	141529	99353	0	576	16	17	24	FALSE	FALSE	FALSE	FALSE	486	5	0	0	0	0	0	0	84603922	8487183	370145	0	0	0	0	0	0	34106	53329564	980	4989	14382	28.03	root (UID1)	5656	56	24	0	0	0	1	1	54
A4	14	30.23	1) low quality	43.28	2.61	40	Faecalibacterium prausnitzii	species	0.809	Faecalibacterium prausnitzii	species	0.809	1602	1.08	7.41	671	5709	1012	11	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	1076259	0	0	0	0	0	0	0	0	671	1076259	1261	241	432	11.15	o__Clostridiales (UID1212)	172	261	147	129	127	5	0	0	0
A4	maxbin.001	29.12	2) medium quality	78.32	9.84	77.36	Prevotella copri	species	0.781	Prevotella copri	species	0.393	7614	3.29	89.81	669	54883	2746	26	0	1	1	TRUE	TRUE	FALSE	FALSE	83	1	0	0	0	0	0	0	3285103	1324793	54883	0	0	0	0	0	0	669	3285103	3824	120	276	304.71	g__Prevotella (UID2724)	55	567	296	120	400	44	3	0	0
A4	maxbin.002	92.84	3) high quality Nayfach	94.09	0.25	100	Prevotella sp. Marseille-P4119	species	0.963	Prevotella sp. Marseille-P4119	species	0.963	22472	2.92	45.12	220	165604	2251	34	0	0	0	TRUE	TRUE	TRUE	FALSE	99	5	1	0	0	0	0	0	2916097	2375380	400515	165604	0	0	0	0	0	220	2916097	12520	40	82	14.06	o__Bacteroidales (UID2716)	92	487	270	31	454	2	0	0	0
A4	unbinned	-5316.15	0) really bad	100	1083.23	3.47	Bacteria	superkingdom	0.668	Prevotella sp.	species	0.11	1981	40.26	12.84	87830	74900	0	348	10	13	15	FALSE	FALSE	FALSE	FALSE	253	6	0	0	0	0	0	0	40257991	4922129	380857	0	0	0	0	0	0	13296	19475379	834	1446	5561	19.36	k__Bacteria (UID203)	5449	103	57	0	1	1	2	2	97
A41	27	72.25	2) medium quality	84.35	2.42	28.57	Prevotellaceae bacterium	species	0.979	Prevotellaceae bacterium	species	0.979	4350	2.33	11.74	618	26767	1812	23	0	0	0	TRUE	TRUE	FALSE	FALSE	24	0	0	0	0	0	0	0	2330937	322277	0	0	0	0	0	0	0	618	2330937	2947	158	320	29.17	o__Bacteroidales (UID2657)	160	492	269	78	407	7	0	0	0
A41	28	73.17	2) medium quality	79.42	1.25	66.67	Faecalibacterium	genus	0.677	Faecalibacterium sp. BIOML-A1	species	0.298	4568	2.45	17.09	647	18469	2308	30	0	0	1	TRUE	TRUE	FALSE	FALSE	19	0	0	0	0	0	0	0	2452358	234375	0	0	0	0	0	0	0	647	2452358	3019	179	349	64.84	o__Clostridiales (UID1212)	172	261	147	57	201	3	0	0	0
A41	3	78.14	3) high quality Nayfach	94.39	3.25	11.11	Bacteroides sp. CAG:770	species	0.821	Bacteroides sp. CAG:770	species	0.821	19699	3.26	21.47	256	75479	2677	26	0	0	0	TRUE	TRUE	TRUE	FALSE	120	3	0	0	0	0	0	0	3258692	2516473	184796	0	0	0	0	0	0	256	3258692	10898	57	114	15.96	p__Bacteroidetes (UID2605)	350	316	210	19	288	9	0	0	0
A41	36	86.75	3) high quality Nayfach	92.7	1.19	0	Alistipes sp. CAG:514	species	0.777	Unclassified	Unclassified	0.497	38285	3.31	31.21	120	144406	2548	43	1	0	0	TRUE	TRUE	TRUE	FALSE	88	21	2	0	0	0	0	0	3312967	3134424	1511662	248275	0	0	0	0	0	120	3312967	26477	25	50	85.12	p__Bacteroidetes (UID2605)	350	316	210	17	296	3	0	0	0
A41	39	87.57	3) high quality Nayfach	92.62	1.01	0	Ruminococcaceae bacterium	species	0.848	Ruminococcaceae bacterium	species	0.848	11796	1.73	18.98	212	38972	1549	21	0	0	0	TRUE	TRUE	TRUE	FALSE	58	0	0	0	0	0	0	0	1728411	1017930	0	0	0	0	0	0	0	212	1728411	6672	44	92	24.3	o__Clostridiales (UID1212)	172	263	149	13	248	2	0	0	0
A41	52	76.47	2) medium quality	84.97	1.7	20	Bacteroidales	order	0.98	Bacteroidales bacterium H8	species	0.657	4309	2.08	11.05	588	19743	1654	26	0	0	0	TRUE	TRUE	FALSE	FALSE	14	0	0	0	0	0	0	0	2081238	178774	0	0	0	0	0	0	0	588	2081238	2739	156	308	25.95	o__Bacteroidales (UID2617)	213	406	265	58	343	5	0	0	0
A41	7	94.65	3) high quality Nayfach	95.25	0.12	0	Prevotella sp. CAG:520	species	0.971	Prevotella sp. CAG:520	species	0.971	21000	2.68	35.89	180	72666	2004	35	0	0	0	TRUE	TRUE	TRUE	FALSE	98	5	0	0	0	0	0	0	2677101	2178430	307354	0	0	0	0	0	0	180	2677101	12159	42	83	86.29	o__Bacteroidales (UID2716)	92	487	270	16	470	1	0	0	0
A41	bin.12	95.57	3) high quality Nayfach	97.27	0.34	0	Ruminococcaceae bacterium	species	0.972	Ruminococcaceae bacterium	species	0.972	45671	2.25	28.52	73	144974	2170	39	0	0	1	TRUE	TRUE	TRUE	FALSE	56	13	3	0	0	0	0	0	2251675	2130669	1055979	350562	0	0	0	0	0	73	2251675	24469	15	31	17.76	o__Clostridiales (UID1212)	172	263	149	6	256	1	0	0	0
A41	maxbin.014	79.37	2) medium quality	85.42	1.21	50	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.804	Unclassified	Unclassified	0.804	3470	1.7	11.34	613	18265	1362	14	0	0	0	TRUE	TRUE	FALSE	FALSE	7	0	0	0	0	0	0	0	1697978	96034	0	0	0	0	0	0	0	613	1697978	2009	151	312	17.67	c__Clostridia (UID1118)	387	223	124	27	194	2	0	0	0
A41	maxbin.015_sub	38.07	2) medium quality	73.42	7.07	6.45	Bacteria	superkingdom	0.662	[Eubacterium] rectale	species	0.318	1973	3.64	10.41	1901	17213	3218	33	1	0	1	TRUE	TRUE	FALSE	FALSE	4	0	0	0	0	0	0	0	3637174	59106	0	0	0	0	0	0	0	1901	3637174	1391	570	1121	9.9	f__Lachnospiraceae (UID1286)	57	420	207	113	282	22	3	0	0
A41	unbinned	-8716.95	0) really bad	100	1763.39	5.31	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.189	1849	69.78	15.42	160853	82790	0	651	20	21	37	FALSE	FALSE	FALSE	FALSE	397	7	0	0	0	0	0	0	69777500	7444034	433168	0	0	0	0	0	0	22636	31149637	764	2441	9766	27.38	root (UID1)	5656	56	24	0	0	0	0	1	55
A42	10	-21.56	0) really bad	83.74	21.06	70.21	Faecalibacterium	genus	0.686	Faecalibacterium sp. AF27-11BH	species	0.214	3957	3.02	19.27	893	21657	2893	43	0	0	0	FALSE	FALSE	FALSE	FALSE	21	0	0	0	0	0	0	0	3022399	285960	0	0	0	0	0	0	0	893	3022399	2559	237	477	33.42	o__Clostridiales (UID1212)	172	261	147	46	172	41	2	0	0
A42	bin.1	82.4	3) high quality Nayfach	92.7	2.06	60	Alistipes sp. CAG:514	species	0.705	Unclassified	Unclassified	0.401	30055	3.29	20.91	154	86152	2565	42	0	0	0	TRUE	TRUE	TRUE	FALSE	104	11	0	0	0	0	0	0	3291245	2955804	712453	0	0	0	0	0	0	154	3291245	19285	36	70	39.8	p__Bacteroidetes (UID2605)	350	316	210	18	293	5	0	0	0
A42	maxbin.001_sub	-10.74	0) really bad	97.41	21.63	92.45	Prevotella	genus	0.744	Prevotella sp.	species	0.552	17616	4.53	39.41	579	78838	3534	44	0	1	3	FALSE	FALSE	FALSE	FALSE	146	5	0	0	0	0	0	0	4534453	3142273	330709	0	0	0	0	0	0	579	4534453	7622	77	177	63.07	k__Bacteria (UID203)	5449	104	58	2	69	23	10	0	0
A42	unbinned	-11660.75	0) really bad	100	2352.15	3.46	Bacteria	superkingdom	0.668	Unclassified	Unclassified	0.273	1018	81.19	5.56	203621	35597	0	683	15	20	32	FALSE	FALSE	FALSE	FALSE	160	0	0	0	0	0	0	0	81194428	2363698	0	0	0	0	0	0	0	30902	32000432	674	7120	16961	17.62	root (UID1)	5656	56	24	0	0	2	0	1	53
A43	18	85.74	2) medium quality	88.59	0.57	50	Bacteroidales	order	0.749	Bacteroidaceae bacterium	species	0.364	5859	2.89	13.5	611	19814	2261	21	0	0	0	TRUE	TRUE	FALSE	FALSE	45	0	0	0	0	0	0	0	2892827	582782	0	0	0	0	0	0	0	611	2892827	3827	162	314	28.69	o__Bacteroidales (UID2617)	213	406	265	53	351	2	0	0	0
A43	3	65.04	2) medium quality	69.39	0.87	0	Christensenellaceae bacterium Phil1	species	0.935	Christensenellaceae bacterium Phil1	species	0.935	2495	1.62	8.56	725	11032	1568	18	0	0	0	TRUE	TRUE	FALSE	FALSE	2	0	0	0	0	0	0	0	1618246	21198	0	0	0	0	0	0	0	725	1618246	1711	223	421	8.65	o__Clostridiales (UID1120)	304	250	143	65	183	2	0	0	0
A43	32_sub	30.38	0) really bad	81.48	10.22	12.24	Bacteroides	genus	0.663	Bacteroides stercoris	species	0.592	5325	4.65	13.16	1017	89080	4129	28	0	0	1	FALSE	FALSE	FALSE	FALSE	65	1	0	0	0	0	0	0	4652260	1047583	89080	0	0	0	0	0	0	1017	4652260	3305	248	526	15.91	o__Bacteroidales (UID2657)	160	492	269	103	344	43	2	0	0
A43	40_sub	66.69	2) medium quality	69.49	0.56	0	Ruminococcaceae bacterium	species	0.869	Ruminococcaceae bacterium	species	0.869	2441	1.3	8.33	593	11991	1128	10	0	0	0	TRUE	TRUE	FALSE	FALSE	2	0	0	0	0	0	0	0	1299830	23527	0	0	0	0	0	0	0	593	1299830	1618	174	342	9.23	o__Clostridiales (UID1212)	172	263	149	69	190	4	0	0	0
A43	bin.12	94.62	3) high quality Nayfach	94.62	0	0	Rhodospirillaceae	family	0.977	Rhodospirillum sp. UNK.MGS-17	species	0.489	17904	1.68	22.84	125	62400	1630	36	1	0	0	TRUE	TRUE	TRUE	FALSE	60	2	0	0	0	0	0	0	1683534	1273917	115734	0	0	0	0	0	0	125	1683534	10162	28	59	20.2	k__Bacteria (UID2565)	2921	152	93	6	146	0	0	0	0
A43	bin.7	85.23	2) medium quality	85.23	0	0	Oscillospiraceae	family	0.683	Oscillospiraceae bacterium UBA6359	species	0.359	17009	1.81	18.94	146	42636	1713	34	0	0	1	TRUE	TRUE	FALSE	FALSE	66	0	0	0	0	0	0	0	1810079	1345227	0	0	0	0	0	0	0	146	1810079	9888	35	68	28.73	o__Clostridiales (UID1212)	172	263	149	30	233	0	0	0	0
A43	maxbin.002	93.11	3) high quality Nayfach	98.06	0.99	50	Alistipes onderdonkii WAL 8169 = DSM 19147	strain	0.916	Alistipes onderdonkii WAL 8169 = DSM 19147	strain	0.916	55313	3.42	58.82	148	128197	2758	39	1	0	0	TRUE	TRUE	TRUE	FALSE	74	27	2	0	0	0	0	0	3416485	3159909	1947830	234601	0	0	0	0	0	148	3416485	29578	23	43	17.56	p__Bacteroidetes (UID2605)	350	314	208	6	304	4	0	0	0
A43	maxbin.003	90.57	3) high quality Nayfach	97.27	1.34	0	Ruminococcaceae bacterium	species	0.854	Ruminococcaceae bacterium	species	0.854	71041	2.39	38.8	76	296517	2274	42	0	0	1	TRUE	TRUE	TRUE	FALSE	43	14	5	1	0	0	0	0	2393811	2285688	1544245	907408	296517	0	0	0	0	76	2393811	32628	9	21	20.89	o__Clostridiales (UID1212)	172	263	149	6	255	2	0	0	0
A43	unbinned	-10980.75	0) really bad	100	2216.15	3.1	Bacteria	superkingdom	0.66	Unclassified	Unclassified	0.208	1112	94.33	5.93	226885	85323	0	772	22	31	34	FALSE	FALSE	FALSE	FALSE	136	2	0	0	0	0	0	0	94333596	2296081	164124	0	0	0	0	0	0	37028	39749099	690	8212	19866	15.47	root (UID1)	5656	56	24	0	0	1	1	0	54
A44	19	57.19	2) medium quality	72.29	3.02	86.36	Haemophilus parainfluenzae	species	0.717	Haemophilus parainfluenzae ATCC 33392	strain	0.311	1984	1.34	11.21	706	16103	1171	9	0	0	0	TRUE	TRUE	FALSE	FALSE	2	0	0	0	0	0	0	0	1341756	27726	0	0	0	0	0	0	0	706	1341756	1420	223	423	107.32	f__Pasteurellaceae (UID4932)	83	767	440	201	544	22	0	0	0
A44	5	-81.62	0) really bad	82.48	32.82	47.74	Enterobacteriaceae	family	0.781	Klebsiella pneumoniae	species	0.369	1960	5.8	13.44	3033	15002	6017	25	0	0	0	FALSE	FALSE	FALSE	FALSE	5	0	0	0	0	0	0	0	5800817	66312	0	0	0	0	0	0	0	3033	5800817	1365	890	1786	84.66	f__Enterobacteriaceae (UID5121)	138	1162	336	205	627	299	29	2	0
A44	bin.6	92.01	3) high quality Nayfach	97.06	1.01	0	Prevotella copri	species	0.877	Prevotella copri DSM 18205	strain	0.586	39359	2.98	140.78	110	125764	2351	47	0	0	0	TRUE	TRUE	TRUE	FALSE	82	16	1	0	0	0	0	0	2982858	2824405	1087244	125764	0	0	0	0	0	110	2982858	26480	26	49	194.44	g__Prevotella (UID2724)	55	567	296	13	550	4	0	0	0
A45	0_sub	26.03	0) really bad	87.93	12.38	86.96	Prevotella copri DSM 18205	strain	0.679	Prevotella copri DSM 18205	strain	0.679	18093	3.2	32.27	275	78489	2605	30	0	0	0	FALSE	FALSE	FALSE	FALSE	108	3	0	0	0	0	0	0	3195083	2371206	187746	0	0	0	0	0	0	275	3195083	9831	54	111	23.16	k__Bacteria (UID203)	5449	104	58	8	73	23	0	0	0
A45	37	37.81	2) medium quality	57.26	3.89	9.09	Bacteroides sp. CAG:709	species	0.855	Bacteroides sp. CAG:709	species	0.855	2343	1.95	7.35	907	9900	1645	12	0	0	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1952036	0	0	0	0	0	0	0	0	907	1952036	1658	282	532	17.42	p__Bacteroidetes (UID2605)	350	316	210	127	178	11	0	0	0
A45	44	84.88	2) medium quality	86.73	0.37	0	Prevotellaceae	family	0.682	Prevotellaceae bacterium	species	0.325	4479	2.09	12.68	567	16614	1504	23	0	0	0	TRUE	TRUE	FALSE	FALSE	13	0	0	0	0	0	0	0	2089252	156580	0	0	0	0	0	0	0	567	2089252	2836	152	299	24.89	o__Bacteroidales (UID2657)	160	492	269	60	431	1	0	0	0
A45	8	82.24	2) medium quality	86.14	0.78	33.33	Ruminococcaceae bacterium	species	0.961	Ruminococcaceae bacterium	species	0.961	3172	1.79	9.4	659	13498	1597	14	0	0	0	TRUE	TRUE	FALSE	FALSE	3	0	0	0	0	0	0	0	1787192	36314	0	0	0	0	0	0	0	659	1787192	2094	192	364	23.5	o__Clostridiales (UID1212)	172	263	149	38	222	3	0	0	0
A45	bin.3	89.53	3) high quality Nayfach	92.03	0.5	0	Phocaeicola vulgatus	species	0.73	Phocaeicola vulgatus	species	0.73	11402	4.42	17.97	500	66155	3583	31	0	0	0	TRUE	TRUE	TRUE	FALSE	142	1	0	0	0	0	0	0	4422407	2520277	66155	0	0	0	0	0	0	500	4422407	6052	114	245	21.03	o__Bacteroidales (UID2654)	163	486	266	52	432	2	0	0	0
A45	maxbin.003	6.97	1) low quality	34.82	5.57	47.22	Prevotella	genus	0.813	Prevotella sp.	species	0.483	26408	1.33	35.41	69	54570	1023	12	0	0	0	TRUE	FALSE	FALSE	FALSE	48	2	0	0	0	0	0	0	1328515	1231113	106395	0	0	0	0	0	0	69	1328515	18449	18	33	37.64	g__Prevotella (UID2724)	55	567	296	357	174	36	0	0	0
A45	unbinned	-10937.65	0) really bad	100	2207.53	3.73	Bacteria	superkingdom	0.66	Unclassified	Unclassified	0.154	1259	85.31	6.62	178459	95886	0	687	22	21	40	FALSE	FALSE	FALSE	FALSE	130	4	0	0	0	0	0	0	85312418	2672005	275830	0	0	0	0	0	0	39249	45189198	757	8804	20653	18.79	root (UID1)	5656	56	24	0	0	0	0	0	56
A46	11	91.5	3) high quality Nayfach	98	1.3	20	Klebsiella pneumoniae	species	0.712	Klebsiella pneumoniae	species	0.712	29487	5.5	30.81	348	109938	5164	44	0	0	1	TRUE	TRUE	TRUE	FALSE	156	26	2	0	0	0	0	0	5503935	4599845	1884514	215499	0	0	0	0	0	348	5503935	14001	50	116	133.54	f__Enterobacteriaceae (UID5121)	138	1162	336	20	1127	15	0	0	0
A46	27	66.14	2) medium quality	77.34	2.24	0	Eubacterium sp. CAG:251	species	0.824	Eubacterium sp. CAG:251	species	0.824	2890	1.42	8.14	576	15576	1145	19	0	0	1	TRUE	TRUE	FALSE	FALSE	5	0	0	0	0	0	0	0	1422015	63339	0	0	0	0	0	0	0	576	1422015	1834	159	315	14.77	o__Clostridiales (UID1212)	172	263	149	48	211	4	0	0	0
A46	29	87.42	4) high quality Bowers	99.32	2.38	0	Ruminococcaceae bacterium	species	0.77	Ruminococcaceae bacterium	species	0.77	14294	3.51	45.84	350	114240	3103	42	2	1	1	TRUE	TRUE	TRUE	TRUE	111	5	1	0	0	0	0	0	3510652	2279995	415758	114240	0	0	0	0	0	350	3510652	7936	68	151	26.78	o__Clostridiales (UID1212)	172	261	147	1	255	5	0	0	0
A46	37	82.37	3) high quality Nayfach	96.37	2.8	20	Bifidobacterium adolescentis	species	0.794	Bifidobacterium adolescentis	species	0.54	24958	2.41	22.23	231	84837	2045	51	0	0	1	TRUE	TRUE	TRUE	FALSE	65	7	0	0	0	0	0	0	2412332	1766501	444043	0	0	0	0	0	0	231	2412332	8978	30	70	141.77	f__Bifidobacteriaceae (UID1458)	77	464	220	15	441	7	1	0	0
A46	bin.12	83	2) medium quality	88.1	1.02	0	Akkermansia	genus	0.748	unclassified Akkermansia	no rank	0.641	8413	2.51	13	350	40319	2144	35	0	0	0	TRUE	TRUE	FALSE	FALSE	67	0	0	0	0	0	0	0	2510624	1006227	0	0	0	0	0	0	0	350	2510624	5480	95	187	13.54	k__Bacteria (UID2982)	88	229	147	21	206	2	0	0	0
A46	bin.6_sub	51.44	2) medium quality	77.44	5.2	20	Bacteroidales	order	0.725	Phocaeicola vulgatus	species	0.564	7983	4.13	19.27	623	70566	3380	25	0	0	1	TRUE	TRUE	FALSE	FALSE	101	1	0	0	0	0	0	0	4130587	1684011	70566	0	0	0	0	0	0	623	4130587	4531	144	316	244.28	o__Bacteroidales (UID2654)	163	486	266	104	362	20	0	0	0
A46	bin.9	91	3) high quality Nayfach	93.4	0.48	0	Alistipes	genus	0.791	Alistipes putredinis	species	0.541	10799	2.13	21.65	231	39855	1862	29	0	0	1	TRUE	TRUE	TRUE	FALSE	75	0	0	0	0	0	0	0	2129734	1233244	0	0	0	0	0	0	0	231	2129734	7229	59	118	21.13	p__Bacteroidetes (UID2605)	350	314	208	19	294	1	0	0	0
A46	maxbin.002_sub	59.4	2) medium quality	92.5	6.62	37.78	Bacteroidales	order	0.71	Bacteroides uniformis	species	0.543	57622	4.89	33.51	327	273610	4075	68	4	16	5	TRUE	TRUE	FALSE	FALSE	78	29	7	2	0	0	0	0	4893230	4171788	2934235	1399531	536545	0	0	0	0	327	4893230	28204	21	49	31.47	o__Bacteroidales (UID2657)	160	492	269	34	415	42	1	0	0
A46	maxbin.012_sub	44.1	2) medium quality	65	4.18	7.69	Ruminococcus	genus	0.694	Ruminococcus sp.	species	0.285	2085	1.58	7.65	797	11149	1334	12	0	0	0	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	1582474	11149	0	0	0	0	0	0	0	797	1582474	1479	247	472	17.06	o__Clostridiales (UID1212)	172	260	146	78	169	13	0	0	0
A46	unbinned	-9749.65	0) really bad	100	1969.93	4.41	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.079	1077	81.16	6.1	198749	48878	0	683	19	5	21	FALSE	FALSE	FALSE	FALSE	80	0	0	0	0	0	0	0	81159163	1260406	0	0	0	0	0	0	0	32371	33606679	690	7931	17899	15.09	root (UID1)	5656	56	24	0	0	1	0	1	54
A47	1	78.53	2) medium quality	91.93	2.68	50	Clostridium sp. CAG:138	species	0.969	Clostridium sp. CAG:138	species	0.969	9024	1.86	17.81	303	41175	1617	26	0	0	2	TRUE	TRUE	FALSE	FALSE	46	0	0	0	0	0	0	0	1863023	811177	0	0	0	0	0	0	0	303	1863023	4591	59	132	119.7	o__Clostridiales (UID1212)	172	263	149	15	244	4	0	0	0
A47	10	96.87	3) high quality Nayfach	98.57	0.34	0	Eubacterium	genus	0.935	Eubacterium sp. CAG:603	species	0.52	15592	2.68	18.17	270	63488	2330	27	0	0	0	TRUE	TRUE	TRUE	FALSE	85	4	0	0	0	0	0	0	2675350	1812017	224998	0	0	0	0	0	0	270	2675350	7898	47	107	35.14	o__Clostridiales (UID1212)	172	263	149	7	255	1	0	0	0
A47	14	66.46	2) medium quality	74.21	1.55	20	Clostridium sp. CAG:413	species	0.985	Clostridium sp. CAG:413	species	0.985	2524	1.63	10.4	703	11764	1487	9	0	0	0	TRUE	TRUE	FALSE	FALSE	1	0	0	0	0	0	0	0	1634659	11764	0	0	0	0	0	0	0	703	1634659	1759	209	401	7.95	o__Clostridiales (UID1212)	172	263	149	68	190	5	0	0	0
A47	16	88.49	4) high quality Bowers	91.99	0.7	0	Clostridiales bacterium	species	0.959	Clostridiales bacterium	species	0.959	20539	1.53	28.86	106	135104	1394	43	1	1	1	TRUE	TRUE	TRUE	TRUE	55	3	1	0	0	0	0	0	1532582	1301159	247145	135104	0	0	0	0	0	106	1532582	14483	21	43	47.63	o__Clostridiales (UID1120)	304	250	143	19	230	1	0	0	0
A47	17	41.87	1) low quality	45.22	0.67	0	Ruminococcus	genus	0.831	Ruminococcus sp. 37_24	species	0.606	1772	0.94	7.25	543	8273	739	2	0	0	0	TRUE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	942743	0	0	0	0	0	0	0	0	543	942743	1355	188	341	13.79	o__Clostridiales (UID1212)	172	263	149	123	138	2	0	0	0
A47	19	9.46	0) really bad	74.71	13.05	38.78	Bacteroides	genus	0.808	Bacteroides sp. CAG:709	species	0.639	2096	2.87	9.42	1430	8553	2509	14	0	0	0	FALSE	FALSE	FALSE	FALSE	0	0	0	0	0	0	0	0	2868273	0	0	0	0	0	0	0	0	1430	2868273	1472	436	845	20.57	p__Bacteroidetes (UID2605)	350	316	210	79	195	40	1	1	0
A47	22	83.6	3) high quality Nayfach	90.6	1.4	75	Oscillibacter sp.	species	0.716	Oscillibacter sp.	species	0.716	18087	2.49	26.91	217	165077	2323	30	0	0	1	TRUE	TRUE	TRUE	FALSE	85	3	1	0	0	0	0	0	2485398	1849695	287636	165077	0	0	0	0	0	217	2485398	9938	41	87	28.57	o__Clostridiales (UID1212)	172	263	149	16	243	4	0	0	0
A47	26	79.03	2) medium quality	82.63	0.72	5.56	Ruminococcaceae bacterium	species	0.67	Ruminococcaceae bacterium	species	0.67	6359	1.98	16.04	419	25042	1894	25	0	0	1	TRUE	TRUE	FALSE	FALSE	42	0	0	0	0	0	0	0	1984700	535579	0	0	0	0	0	0	0	419	1984700	3439	101	203	13.1	o__Clostridiales (UID1212)	172	263	149	39	212	9	3	0	0
A47	27	74.77	2) medium quality	89.97	3.04	33.33	Clostridium sp. CAG:510	species	0.954	Clostridium sp. CAG:510	species	0.954	6528	2.34	11.97	453	34648	2097	17	0	0	0	TRUE	TRUE	FALSE	FALSE	43	0	0	0	0	0	0	0	2343085	624099	0	0	0	0	0	0	0	453	2343085	3941	111	227	22.62	f__Lachnospiraceae (UID1286)	57	420	207	49	362	9	0	0	0
A47	32	98.39	3) high quality Nayfach	98.39	0	0	Christensenellaceae bacterium Phil1	species	1	Christensenellaceae bacterium Phil1	species	1	63931	2.38	42.05	58	165849	2239	38	0	0	0	TRUE	TRUE	TRUE	FALSE	47	17	7	0	0	0	0	0	2377530	2315253	1483616	803448	0	0	0	0	0	58	2377530	39791	12	24	12.62	c__Clostridia (UID1118)	387	223	124	3	220	0	0	0	0
A47	6	43.02	2) medium quality	53.52	2.1	16.67	Phascolarctobacterium succinatutens CAG:287	strain	0.749	Phascolarctobacterium succinatutens CAG:287	strain	0.749	1761	1.06	7.01	619	6213	1111	7	0	0	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1064063	0	0	0	0	0	0	0	0	619	1064063	1324	215	389	18.8	o__Selenomonadales (UID1024)	64	334	167	142	186	6	0	0	0
